street,house
"Фруктовая, ул.",41
"Фрунзе, ул.",1/72
"Фрунзе, ул.",2/70
"Фрунзе, ул.",3
"Фрунзе, ул.",4
"Фрунзе, ул.",5
"Фрунзе, ул.",6
"Фрунзе, ул.",7
"Фрунзе, ул.",8
"Фрунзе, ул.",11
"Фрунзе, ул.",12
"Фрунзе, ул.",13/65
"Фрунзе, ул.",14/63
"Фрунзе, ул.",15/38
"Фрунзе, ул.",16/36
"Фрунзе, ул.",17
"Фрунзе, ул.",18
"Фрунзе, ул.",19
"Фрунзе, ул.",20
"Фрунзе, ул.",21
"Фрунзе, ул.",22
"Фрунзе, ул.",23
"Фрунзе, ул.",24
"Фрунзе, ул.",25/73
"Фрунзе, ул.",26/71
"Фрунзе, ул.",27/64
"Фрунзе, ул.",28/62
"Фрунзе, ул.",29
"Фрунзе, ул.",30
"Фрунзе, ул.",31
"Фрунзе, ул.",32
"Фрунзе, ул.",33
"Фрунзе, ул.",34
"Фрунзе, ул.",35
"Фрунзе, ул.",36
"Фрунзе, ул.",37
"Фрунзе, ул.",39/23
"Фрунзе, ул.",40/21
"Фурманова, ул.",1
"Фурманова, ул.",2
"Фурманова, ул.",3
"Фурманова, ул.",4
"Фурманова, ул.",4стрА
"Фурманова, ул.",5
"Фурманова, ул.",6
"Фурманова, ул.",6стрА
"Фурманова, ул.",7
"Фурманова, ул.",8
"Фурманова, ул.",8стрА
"Фурманова, ул.",9
"Фурманова, ул.",10
"Фурманова, ул.",10стрА
"Фурманова, ул.",14стрА
"Фурманова, ул.",15
"Фурманова, ул.",16
"Фурманова, ул.",16стрА
"Фурманова, ул.",17
"Фурманова, ул.",18
"Фурманова, ул.",19
"Фурманова, ул.",20стрА
"Фурманова, ул.",21
"Фурманова, ул.",22
"Фурманова, ул.",23
"Фурманова, ул.",27
"Фурманова, ул.",28
"Фурманова, ул.",29
"Фурманова, ул.",30
"Фурманова, ул.",31
"Фурманова, ул.",32
"Фурманова, ул.",33
"Фурманова, ул.",34
"Фурманова, ул.",35/91
"Фурманова, ул.",36/93
"Фурманова, ул.",38/130
"Фурманова, ул.",40
"Фурманова, ул.",43/72
"Фурманова, ул.",44
"Фурманова, ул.",45
"Фурманова, ул.",46
"Фурманова, ул.",48/117
"Фурманова, ул.",50
"Фурманова, ул.",51
"Фурманова, ул.",52
"Фурманова, ул.",53
"Фурманова, ул.",54
"Фурманова, ул.",56
"Фурманова, ул.",58
"Фурманова, ул.",60
"Хабиба Миначёва, ул.",6
"Хабиба Миначёва, ул.",21
"Хабиба Миначёва, ул.",22
"Хабиба Миначёва, ул.",25
"Хабиба Миначёва, ул.",поз7
"Халтурина, ул.",15
"Халтурина, ул.",17
"Халтурина, ул.",19
"Харьковская, ул.",1
"Харьковская, ул.",2
"Харьковская, ул.",3
"Харьковская, ул.",4
"Харьковская, ул.",5
"Харьковская, ул.",6
"Хевешская, ул.",1
"Хевешская, ул.",1к1
"Хевешская, ул.",1стрА
"Хевешская, ул.",3
"Хевешская, ул.",4
"Хевешская, ул.",5
"Хевешская, ул.",5к1
"Хевешская, ул.",5стрА
"Хевешская, ул.",7
"Хевешская, ул.",7стрА
"Хевешская, ул.",9
"Хевешская, ул.",11
"Хевешская, ул.",11к2
"Хевешская, ул.",14
"Хевешская, ул.",15
"Хевешская, ул.",15к1
"Хевешская, ул.",16А
"Хевешская, ул.",17А
"Хевешская, ул.",17к1
"Хевешская, ул.",17к2
"Хевешская, ул.",18
"Хевешская, ул.",19
"Хевешская, ул.",19стрА
"Хевешская, ул.",20
"Хевешская, ул.",20стрА
"Хевешская, ул.",21
"Хевешская, ул.",23
"Хевешская, ул.",25
"Хевешская, ул.",27
"Хевешская, ул.",29
"Хевешская, ул.",29стрА
"Хевешская, ул.",30
"Хевешская, ул.",31
"Хевешская, ул.",31стрА
"Хевешская, ул.",32
"Хевешская, ул.",33
"Хевешская, ул.",34
"Хевешская, ул.",34стрА
"Хевешская, ул.",35/17
"Хевешская, ул.",35стрА
"Хевешская, ул.",36стрА
"Хевешская, ул.",36стрг
"Хевешская, ул.",38стрА
"Хевешская, ул.",41/9
"Хевешская, ул.",41стрА
"Хевешская, ул.",42
"Хозяйственный, пр-д",3
"Хозяйственный, пр-д",3Б
"Хозяйственный, пр-д",5стрА
"Хозяйственный, пр-д",5стрБ
"Хозяйственный, пр-д",7
"Хозяйственный, пр-д",7стрА
"Хозяйственный, пр-д",9
"Хозяйственный, пр-д",11
"Хозяйственный, пр-д",11стрА
"Хозяйственный, пр-д",11стрБ
"Хозяйственный, пр-д",11стрВ
"Хозяйственный, пр-д",15
"Хозяйственный, пр-д",15стрА
"Хозяйственный, пр-д",15стрБ
"Хозяйственный, пр-д",17
"Хозяйственный, пр-д",19
"Хозяйственный, пр-д",19стрА
"Хозяйственный, пр-д",19стрВ
"Хозяйственный, пр-д",21
"Художника Федотова, ул.",3
"Художника Федотова, ул.",4
"Художника Федотова, ул.",5
"Художника Федотова, ул.",6
"Художника Федотова, ул.",7
"Художника Федотова, ул.",8
"Художника Федотова, ул.",9
"Художника Федотова, ул.",10
"Художника Федотова, ул.",11
"Художника Федотова, ул.",12
"Художника Федотова, ул.",13
"Хузангая, ул.",1
"Хузангая, ул.",2
"Хузангая, ул.",3/2
"Хузангая, ул.",4к1
"Хузангая, ул.",5
"Хузангая, ул.",5А
"Хузангая, ул.",6
"Хузангая, ул.",6к1
"Хузангая, ул.",6к2
"Хузангая, ул.",7
"Хузангая, ул.",7к1
"Хузангая, ул.",8
"Хузангая, ул.",8к1
"Хузангая, ул.",8к2
"Хузангая, ул.",9
"Хузангая, ул.",9к1
"Хузангая, ул.",10
"Хузангая, ул.",10к1
"Хузангая, ул.",11
"Хузангая, ул.",11А
"Хузангая, ул.",14
"Хузангая, ул.",16
"Хузангая, ул.",17
"Хузангая, ул.",17стрА
"Хузангая, ул.",18
"Хузангая, ул.",18стрБ
"Хузангая, ул.",20
"Хузангая, ул.",21
"Хузангая, ул.",21А
"Хузангая, ул.",22
"Хузангая, ул.",22к1
"Хузангая, ул.",22стрА
"Хузангая, ул.",22стрД
"Хузангая, ул.",23
"Хузангая, ул.",24
"Хузангая, ул.",25
"Хузангая, ул.",25стрА
"Хузангая, ул.",26
"Хузангая, ул.",26стрА
"Хузангая, ул.",26стрБ
"Хузангая, ул.",27
"Хузангая, ул.",28
"Хузангая, ул.",29
"Хузангая, ул.",29стрА
"Хузангая, ул.",30
"Хузангая, ул.",30к1
"Хузангая, ул.",30стрА
"Хузангая, ул.",31
"Хузангая, ул.",32
"Хузангая, ул.",32к1
"Хузангая, ул.",34
"Хузангая, ул.",36
"Хузангая, ул.",38
"Хузангая, ул.",40
"Хузангая, ул.",40А
"Цветочная, ул.",2/47
"Цветочная, ул.",3
"Цветочная, ул.",4
"Цветочная, ул.",5
"Цветочная, ул.",6
"Цветочная, ул.",7
"Цветочная, ул.",8
"Цветочная, ул.",9
"Цветочная, ул.",10
"Цветочная, ул.",11
"Цветочная, ул.",12
"Цветочная, ул.",13
"Цветочная, ул.",13стрА
"Цветочная, ул.",14
"Цветочная, ул.",15
"Цветочная, ул.",16
"Цветочная, ул.",17
"Цветочная, ул.",19
"Цветочная, ул.",20
"Цветочная, ул.",21
"Цветочная, ул.",22
"Цветочная, ул.",23
"Цветочная, ул.",24
"Цветочная, ул.",25
"Цветочная, ул.",26
"Цветочная, ул.",27
"Цветочная, ул.",28
"Цветочная, ул.",29
"Цветочная, ул.",31
"Цветочная, ул.",32
"Цветочная, ул.",33
"Цветочная, ул.",34
"Цветочная, ул.",35
"Цветочная, ул.",36
"Цветочная, ул.",37
"Цветочная, ул.",38
"Цветочная, ул.",39
"Цветочная, ул.",40
"Цветочная, ул.",41
"Цветочная, ул.",42
"Цветочная, ул.",43
"Цветочная, ул.",44
"Цветочная, ул.",45
"Цветочная, ул.",46
"Цветочная, ул.",47
"Цветочная, ул.",48
"Цветочная, ул.",49
"Цветочная, ул.",49В
"Цветочная, ул.",49стрА
"Цветочная, ул.",50
"Цветочная, ул.",51
"Цветочная, ул.",52
"Цветочная, ул.",53
"Цветочная, ул.",54
"Цветочная, ул.",55
"Цветочная, ул.",56
"Цветочная, ул.",57
"Цветочная, ул.",59
"Цветочная, ул.",61
"Цветочная, ул.",63
"Цветочная, ул.",65
"Цветочная, ул.",67
"Цветочная, ул.",69
"Цветочная, ул.",70
"Цветочная, ул.",71
"Цветочная, ул.",73
"Цветочная, ул.",75
"Цветочная, ул.",76
"Цветочная, ул.",77
